,lemma,language,headline,definition,detail,href
642,فجر,ajp,Noun,dawn,"صلاة الفجر
ṣalāt il-fajr
the morning prayer",/wiki/%D9%81%D8%AC%D8%B1
643,فخدة,ajp,Noun,"(food) thigh, shank",,/wiki/%D9%81%D8%AE%D8%AF%D8%A9
644,فردة,ajp,Noun,"one of a pair, one half of a couple","فردة كندرة
fardet kundara
a (single) shoe",/wiki/%D9%81%D8%B1%D8%AF%D8%A9
645,فرش,ajp,Verb,"to furnish, to spread out, to lay out","هيّني بنضّف بالشقّة وبفرشها.
hayyni banaḍḍif biš-šaʔʔa w-bafrošha
I'm cleaning in the apartment right now and furnishing it.",/wiki/%D9%81%D8%B1%D8%B4
646,فرشاية,ajp,Noun,brush,"فرشاية السنان
furšāyet is-snān
toothbrush
فرشاية الرسم
furšāyet ir-rasm
paintbrush",/wiki/%D9%81%D8%B1%D8%B4%D8%A7%D9%8A%D8%A9
647,فرق,ajp,Verb,"to differ, to be different",,/wiki/%D9%81%D8%B1%D9%82
648,فرق,ajp,Verb,"to distinguish, to differentiate",,/wiki/%D9%81%D8%B1%D9%82
649,فرق,ajp,Verb,(by extension) to make a difference,"ما أهلك بفكّروكي عندي، شو رح يفرق يعني؟
ma ʔahlek bifakkrūki ʕindi, šū raḥ yifriʔ yaʕni
But your parents think you're at my place, so what difference does it make?",/wiki/%D9%81%D8%B1%D9%82
650,فرّق,ajp,Verb,to separate,,
651,فرّق,ajp,Verb,"to distinguish, to differentiate",,
652,فستق,ajp,Noun,"peanuts, pistachios","فستقة / حبّة فستق
fustoʔa / ḥabbet fustoʔ
a peanut / pistachio
فستق حلبي
fustoʔ ḥalabi
pistachios
Aleppo peanuts",/wiki/%D9%81%D8%B3%D8%AA%D9%82
653,فصل,ajp,Verb,"to separate, to disconnect","بعرف إنّه مزعج إنّه فصلو الأصحاب عن بعض بالمدرسة.
baʕref ʔinno muzʕej ʔinno faṣalu il-ʔaṣḥāb ʕan baʕḍ bil-madrase
I know it's upsetting that they've separated friends from each other at school.",/wiki/%D9%81%D8%B5%D9%84
654,فصل,ajp,Verb,"to dismiss, to fire (from work)",,/wiki/%D9%81%D8%B5%D9%84
655,فصل,ajp,Noun,"dismissal, expulsion",,/wiki/%D9%81%D8%B5%D9%84
656,فصل,ajp,Noun,separation,,/wiki/%D9%81%D8%B5%D9%84
657,فصل,ajp,Noun,season,,/wiki/%D9%81%D8%B5%D9%84
658,فصل,ajp,Noun,"chapter, section",,/wiki/%D9%81%D8%B5%D9%84
659,فصل,ajp,Noun,act (of a play),,/wiki/%D9%81%D8%B5%D9%84
660,فصّل,ajp,Verb,to detail,,
661,فطر,ajp,Verb,to break one's fast,,/wiki/%D9%81%D8%B7%D8%B1
662,فطر,ajp,Verb,to eat breakfast,,/wiki/%D9%81%D8%B7%D8%B1
663,فطر,ajp,Noun,mushrooms,"حبة فطر
ḥabbet fiṭr
a mushroom",/wiki/%D9%81%D8%B7%D8%B1
664,فنجان,ajp,Noun,"cup (a small drinking vessel, especially for coffee)","فنجانين قهوة
finjānēn ʔahwe
two cups of coffee",/wiki/%D9%81%D9%86%D8%AC%D8%A7%D9%86
665,فهم,ajp,Verb,to understand,"بتفهم عربي؟
btifham ʕarabi?
Do you understand Arabic?
فاهم علي؟
fāhem ʕalay?
Do you see what I mean?
Do you understand me?
أهلي ما بفهموش علي.
ahli ma bifhamūš ʕalay.
My parents don't understand me.
ما فهمتش ولا كلمة.
ma fhimtš wala kilme.
I didn't understand a single word.",/wiki/%D9%81%D9%87%D9%85
666,فهّم,ajp,Verb,(transitive) to make someone understand,,
667,في,ajp,Preposition,"in, inside, at",,/wiki/%D9%81%D9%8A
668,في,ajp,Preposition,"with, by means of",,/wiki/%D9%81%D9%8A
669,في,ajp,Inflection,"there is, there are","شو في؟
šū fī?
What's up?
في إشي؟
fī ʔiši?
Is something wrong? / Has something happened?",/wiki/%D9%81%D9%8A
670,فيديو,ajp,Noun,video,"كمرة فيديو
kamrat vīdyo
video camera
كاسيت فيديو
kasēt vīdyo
video cassette
شريط فيديو
šrīṭ vīdyo
video tape",/wiki/%D9%81%D9%8A%D8%AF%D9%8A%D9%88
671,فيديو,ajp,Noun,video recorder,,/wiki/%D9%81%D9%8A%D8%AF%D9%8A%D9%88
672,فيه,ajp,Determiner,"there is, there are","شو فيه؟
šū fī?
What's up?
فيه إشي؟
fī ʔiši?
Is something wrong? / Has something happened?",/wiki/%D9%81%D9%8A%D9%87
673,فيه,ajp,Determiner,third-person masculine singular of في‎ (fi): in him/it; with him/it,,/wiki/%D9%81%D9%8A%D9%87
674,قال,ajp,Verb,(transitive) to say,"شو بتقول إمّك؟
šū bitʔūl ʔimmak?
What does your mother say?",/wiki/%D9%82%D8%A7%D9%84
675,قال,ajp,Verb,"(ditransitive, by extension) to tell","قلتلّه بدّيش اروح.
ʔoltillo biddīš arūḥ
I told him I don't want to go.",/wiki/%D9%82%D8%A7%D9%84
676,قام,ajp,Verb,"to get up, to stand up","اليوم قمت بكّير.
il-yōm ʔumt bakkīr.
I got up early today.
قوم من التخت، بدّي انضّف.
ʔūm min il-taḵt, biddi anaḍḍef.
Get up from the bed, I want to clean.",/wiki/%D9%82%D8%A7%D9%85
677,قام,ajp,Verb,"to remove, to take out",,/wiki/%D9%82%D8%A7%D9%85
678,قبل,ajp,Preposition,"before, prior to",,/wiki/%D9%82%D8%A8%D9%84
679,قبل,ajp,Verb,"to accept, to agree to something","هو مش قابل ييجي معي.
huwwe miš ʔābel yīji maʕi.
He's refusing to come with me.
He's not agreeing to come with me.
ما قبلوني للوظيفة.
mā ʔiblūni la-l-waẓīfe.
They didn't accept me for the job.",/wiki/%D9%82%D8%A8%D9%84
680,قدر,ajp,Verb,to be able to (do something),"ما بقدر اقول بالزبط.
mā baʔdar aʔūl biẓ-ẓabṭ.
I can't say exactly.
قليل من الناس بقدرو يطلعو اجازات كل اكم من شهر.
ʔalīl min in-nās biʔdaru yiṭlaʕu ijazāt kull akamm min šahr.
Not many people can go on vacation every few months.",/wiki/%D9%82%D8%AF%D8%B1
681,قدّر,ajp,Verb,"to appreciate, to estimate, to value",,
682,قدّيش,ajp,Determiner,how much?,"قديش الساعة؟
ʔaddēš is-sāʕa?
What time is it?
How much is the hour?
قديش عمرك؟
ʔaddēš ʕumrak?
How old are you?
How much is your age?",
683,قدّيش,ajp,Adverb,how much?,"كلّ قديش بتروح عالنادي؟
kull ʔaddēš bitrūḥ ʕan-nādi?
How often do you go to the gym?
Every how much do you go to the gym?",
684,قرا,ajp,Verb,to read,"ايمتى كان آخر مرّة قريتلك كتاب؟
emta kān āḵer marra ʔarēt-lak ktāb?
When was the last time you read yourself a book?
قريت افكاري.
ʔarēt afkāri.
You read my mind.
You read my thoughts.",/wiki/%D9%82%D8%B1%D8%A7
685,قرّر,ajp,Verb,"to decide, to resolve","حتّى نحمي حالنا، قرّرنا إنّه ما نروح على تجمّعات كبيرة.
ḥatta niḥmi ḥālna, ʔarrarna ʔinno mā nrūḥ ʕala tajammoʕāt kbīre
So as to protect ourselves, we decided that we wouldn't go to large gatherings.",
686,قشّة,ajp,Noun,stalk of straw,,
687,قشّة,ajp,Noun,drinking straw,,
688,قشّة,ajp,Noun,(Galilee) small piece of wood,"قشة شحاطة
ʔaššet šuḥḥāṭa
a match (device to make fire)",
689,قصد,ajp,Verb,"to mean, to intend",,/wiki/%D9%82%D8%B5%D8%AF
690,قصد,ajp,Noun,"meaning, intention","شو قصدك
šū ʔaṣdak?
What do you mean?
بدون قصد
bidūn ʔaṣd
unintentionally",/wiki/%D9%82%D8%B5%D8%AF
691,قضى,ajp,Verb,to spend (time),"الناس اللي بتقضي معهم معظم وقتك همه اللي بأثّرو عليك.
in-nās illi btiqḍi maʕhom muʕẓom waʔtak homme illi biʔaṯṯru ʕalēk
The people with whom you spend most of your time are the ones who affect you.",/wiki/%D9%82%D8%B6%D9%89
692,قطار,ajp,Noun,(formal) train,,/wiki/%D9%82%D8%B7%D8%A7%D8%B1
693,قطر,ajp,Verb,"to tow, to haul by latching onto a vehicle",,/wiki/%D9%82%D8%B7%D8%B1
694,قطع,ajp,Verb,to cut,,/wiki/%D9%82%D8%B7%D8%B9
695,قطع,ajp,Verb,"to cut off, to interrupt, to disconnect",,/wiki/%D9%82%D8%B7%D8%B9
696,قطع,ajp,Verb,to stop doing something,,/wiki/%D9%82%D8%B7%D8%B9
697,قطع,ajp,Verb,"to cross (the street), to run (a stop sign, traffic light, etc.)","لما الشرطي سألني ليش قطعت الإشارة، قلتلّه إني ما شفتهاش.
lamma š-šurti saʔal-ni lēš ʔaṭaʕt il-ʔišāra, ʔult-illo ʔinni ma šufthāš.
When the police officer asked me why I ran the traffic light (lit. the sign), I told him that I didn't see it.",/wiki/%D9%82%D8%B7%D8%B9
698,قطع الإشارة,ajp,Verb,(transitive) to run a red light,"لما الشرطي سألني ليش قطعت الإشارة قلتلّه إني ماشفتهاش.
lamma š-šurti saʔal-ni lēš ʔaṭaʕt il-ʔišāra ʔult-illo ʔinni ma-šufthāš.
When the police officer asked me why I ran the red light I told him that I didn't see it.",/wiki/%D9%82%D8%B7%D8%B9_%D8%A7%D9%84%D8%A5%D8%B4%D8%A7%D8%B1%D8%A9
699,قطعة,ajp,Noun,"piece, part, unit",,/wiki/%D9%82%D8%B7%D8%B9%D8%A9
700,قطعة,ajp,Noun,coin,"قطعة مصاري
ʔuṭʕet maṣāri
a coin",/wiki/%D9%82%D8%B7%D8%B9%D8%A9
701,قطّر,ajp,Verb,(transitive) to drop (of a liquid),"بدّي اقطّرلك عينيكي.
biddi aʔaṭṭar-lek ʕēnēki.
I want to put drops in your eyes.",
702,قطّر,ajp,Verb,"to distil, to filter",,
703,قطّع,ajp,Verb,to cut up,,
704,قعد,ajp,Verb,"to sit down, to sit (+ على‎)","قعدت آخر صفّ.
ʔaʕadt āḵer ṣaff.
I sat down in the last row.
الجاجة قاعدة عالبيض.
il-jāje ʔāʕede ʕal-bēḍ.
The hen is sitting on the eggs.",/wiki/%D9%82%D8%B9%D8%AF
705,قعد,ajp,Verb,"(by extension) to hang out, to spend time with (+ مع‎)","يا ريت لو عندي أكتر وقت نقعد مع بعض.
ya rēt law ʕandi aktar waʔt noʔʕod maʕ baʕḍ.
I wish I had more time for us to hang out together.",/wiki/%D9%82%D8%B9%D8%AF
706,قعد,ajp,Verb,"to remain, to stay","قعدت خاطب تقريبا سنة.
ʔaʕadt ḵāṭeb taʔrīban sane.
I was engaged for about a year.
I remained engaged for approximately a year.
بزبط تقعد هون وتخلّي عينك عالأولاد؟
boẓbot toʔʕod hōn w tḵalli ʕenak ʕal-ūlād?
Could you stay here and keep an eye on the kids?
قدّيش إلك قاعد هون؟
ʔaddeš ilak ʔāʕed hōn?
How long have you been living here?
How long have you been staying here?",/wiki/%D9%82%D8%B9%D8%AF
707,قعد,ajp,Verb,to surf (the internet),,/wiki/%D9%82%D8%B9%D8%AF
708,قفا,ajp,Noun,"back (side of something), reverse side, wrong side",,/wiki/%D9%82%D9%81%D8%A7
709,قفا,ajp,Noun,nape,"قفا رقبة
ʔafa raʔabe
nape of the neck",/wiki/%D9%82%D9%81%D8%A7
710,قفا,ajp,Noun,"bottom, buttocks, ass",,/wiki/%D9%82%D9%81%D8%A7
711,قلي,ajp,Noun,frying,"زيت للقلي
zēt lal-qali
frying oil",/wiki/%D9%82%D9%84%D9%8A
712,قليل,ajp,Adjective,"few, little",,/wiki/%D9%82%D9%84%D9%8A%D9%84
713,قليل,ajp,Adjective,"(+ ما‎) seldom, rarely","قليل ما يكون عندي وقت أروح عالنادي.
ʔalīl ma ykūn ʕindi waʔt ʔarūḥ ʕan-nādi
I rarely have time to go to the gym.
Rarely there is at-me time to go to the gym.",/wiki/%D9%82%D9%84%D9%8A%D9%84
714,قنينة,ajp,Noun,bottle,"رقبة القنينة
raʔabet il-ʔannīne
the neck of the bottle
فتّاحة قناني
fattāḥet ʔānāni
bottle opener, corkscrew",/wiki/%D9%82%D9%86%D9%8A%D9%86%D8%A9
715,كاس,ajp,Noun,glass (for alcohol),"(أضرب) كاسك!
(ʔuḍrob) kāsak!
Clink your glass!",/wiki/%D9%83%D8%A7%D8%B3
716,كاس,ajp,Noun,"cup, trophy",,/wiki/%D9%83%D8%A7%D8%B3
717,كاسة,ajp,Noun,"glass, tumbler (drinking vessel)","كاسة مي
kāset mayy
a glass of water",/wiki/%D9%83%D8%A7%D8%B3%D8%A9
718,كاسة,ajp,Noun,Alternative form of كاس‎ (kās),,/wiki/%D9%83%D8%A7%D8%B3%D8%A9
719,كامل,ajp,Adjective,"whole, entire",,/wiki/%D9%83%D8%A7%D9%85%D9%84
720,كامل,ajp,Adjective,"complete, full","دوام كامل
dawām kāmel
full-time job",/wiki/%D9%83%D8%A7%D9%85%D9%84
721,كامل,ajp,Adjective,perfect,,/wiki/%D9%83%D8%A7%D9%85%D9%84
722,كان,ajp,Verb,to be,"الشباب كانو في البيت.
iš-šabāb kānu fi l-bēt
The guys were in the house.
وين كاينة؟
wēn kāyne?
Where have you been?
لازم تكوني فاهمة على وضعه.
lāzim tkūni fāhme ʕala waḍaʕo
You should be understanding of his situation.",/wiki/%D9%83%D8%A7%D9%86
723,كان,ajp,Verb,"(auxiliary, by extension) (with subjunctive) continuous and habitual aspect marker","هي رح تكون تحكي مع الدكتور.
hiyye rāḥ tkūn tiḥki maʕ id-doktōr
She will be speaking to the doctor.
وانا زغير، كنت اسافر كتير مع اهلي.
w-ana zġīr, kunt asāfer ktīr maʕ ahli
When I was young, I used to travel a lot with my parents.",/wiki/%D9%83%D8%A7%D9%86
724,كان,ajp,Verb,"(auxiliary, by extension) (with past tense) perfect aspect marker","لمّا جيت، كنت خلّصت.
lamma jīt, kunt ḵallaṣt
When you came, I had already finished.
When you came, I was I finished it.
بكرا بتكون خلّصته.
bukra bitkūn ḵallaṣto
Tomorrow you will have finished it.
Tomorrow, you will be you finished it.",/wiki/%D9%83%D8%A7%D9%86
725,كان,ajp,Verb,(auxiliary) (optional; always in the past tense) sets up the main clause in a counterfactual conditional,"لو سألتني، (كنت) قلتلّك.
law saʔaltni, (kunt) ʔultillak
If you had asked me, I would have told you.
لو بتسألني، (كنت) بقلّك.
law btisʔalni, (kunt) baʔullak
If you were to ask me, I would tell you.",/wiki/%D9%83%D8%A7%D9%86
726,كبريت,ajp,Noun,sulfur,,/wiki/%D9%83%D8%A8%D8%B1%D9%8A%D8%AA
727,كبريت,ajp,Noun,(uncountable) matches (device to make fire),"علبة كبريت
ʕulbet kibrīt
matchbox
كبريتة / عودة كبريت
kibrīte / ʕūdet kibrīt
a match",/wiki/%D9%83%D8%A8%D8%B1%D9%8A%D8%AA
728,كبّ,ajp,Verb,"(transitive) to spill, to [pour out]","كبّ قهوة على الشرشف.
kabb ʔahwe ʕala aš-šaršaf
He spilled coffee on the tablecloth!",
729,كبّ,ajp,Verb,"to toss, to throw away","هادا خربان. كبّه!
hāda ḵarbān. kibbo!
That's gone bad. Throw it out!",
730,كبّاية,ajp,Noun,"glass, tumbler (drinking vessel)","كباية مي
kubbāyet mayy
a glass of water",
731,كتب,ajp,Verb,to write,"كتبت لأهلي.
katabt la-ʔahli.
I wrote to my parents.
اكتبلي ايّاه على ورقة.
uktubli yyāh ʕala waraʔa.
Write it down for me on [a sheet of] paper.",/wiki/%D9%83%D8%AA%D8%A8
732,كذا وكذا,ajp,Adverb,such-and-such,"قال كذا وكذا.
qāl kaza w-kaza
He said such-and-such.",/wiki/%D9%83%D8%B0%D8%A7_%D9%88%D9%83%D8%B0%D8%A7
733,كرتون,ajp,Noun,cardboard,"علبة كرتون / كرتونة
ʕulbet kartōn / kartōne
cardboard box",/wiki/%D9%83%D8%B1%D8%AA%D9%88%D9%86
734,كركب,ajp,Verb,"to make a mess, to leave something in a mess","كركبو الغرفة.
karkabu il-ġurfe
They made a mess of the room.",/wiki/%D9%83%D8%B1%D9%83%D8%A8
735,كـ,ajp,Preposition,as (followed by a noun),"كصحاب
ka-ṣhāb
as friends
كالعادة
k-il-ʕāde
as usual
as the habit",
736,كفّة,ajp,Noun,palm (of the hand),,
737,كفّة,ajp,Noun,sole (of the foot),,
738,كفّة,ajp,Noun,pan (on each side of a scales),"كفات الميزان
kaffāt il-mīzān
the pans of the scale",
739,كفّى,ajp,Verb,"to suffice, to be enough","بكفّي!
bikaffi!
That's enough!",
740,كلّ,ajp,Noun,"whole, entirety","كلّ اليوم
kull il-yōm
the whole day
كلّهم
kullhom
all of them
الكلّ
il-kull
everyone
the whole",
741,كلّ,ajp,Determiner,"(in an indefinite phrase) every, each","كلّ يوم
kull yōm
every day",
742,كم,ajp,Determiner,how many (+ من‎),"كم مرّة سمعت: شو ممكن الواحد يعمل بالأردن؟
kam marra smeʕt: šu mumken il-wāḥad yaʕmel bil-ʔurdun?
How many times did you hear: What can someone do in Jordan?",/wiki/%D9%83%D9%85
743,كم,ajp,Determiner,"a few, some, several (+ من‎)","خلّينا نلتقي بالقدس بعد كم يوم.
ḵallīna niltaʔi bil-ʔuds baʕd kam yōm.
Let's meet in Jerusalem after a few days.",/wiki/%D9%83%D9%85
744,كم,ajp,Determiner,how long (+ إلـ‎),"كم إلها بتتعلّم عربي؟
kam ʔilha btitʕallam ʕarabi?
How long has she been learning Arabic?",/wiki/%D9%83%D9%85
745,كمان,ajp,Adverb,"also, too, as well",,/wiki/%D9%83%D9%85%D8%A7%D9%86
746,كمان,ajp,Adverb,more,"بدّي أحضر المسلسل كمان مرّة.
biddi ʔaḥḍar il-musalsal kamān marra
I want to watch the series again (lit. one more time).",/wiki/%D9%83%D9%85%D8%A7%D9%86
747,كمرة,ajp,Noun,camera,"كمرة فيديو
kamrat vīdyo
video camera",/wiki/%D9%83%D9%85%D8%B1%D8%A9
748,كمّامة,ajp,Noun,"mask (any kind, including medical mask and gas mask)","كمّامة طبّيّة
kammāme ṭibbiyye
medical mask",
749,كمّامة,ajp,Noun,muzzle,,
750,كندرة,ajp,Noun,(pair of) shoes,"فردة كندرة
fardet kundara
a (single) shoe",/wiki/%D9%83%D9%86%D8%AF%D8%B1%D8%A9
751,كوز,ajp,Noun,"small jug, small pitcher",,/wiki/%D9%83%D9%88%D8%B2
752,كوز,ajp,Noun,ice cream cone,,/wiki/%D9%83%D9%88%D8%B2
753,كوز,ajp,Noun,"(regional) cob, ear (of corn)","كوز درة
kūz dura
corn cob, ear of corn",/wiki/%D9%83%D9%88%D8%B2
754,كيس,ajp,Noun,"bag, sack","كيس نيلن
kīs naylon
plastic bag
كيس زبالة
kīs zbāle
garbage bag, bin line",/wiki/%D9%83%D9%8A%D8%B3
755,كيلو,ajp,Noun,"kilo, kilogram","تلات كيلو ونصّ
talāt kīlo w-noṣṣ
three and a half kilos",/wiki/%D9%83%D9%8A%D9%84%D9%88
756,كيلو,ajp,Noun,kilometre,,/wiki/%D9%83%D9%8A%D9%84%D9%88
757,لإلـ,ajp,Preposition,"to, for; belonging to (mine, yours etc.)","هادي الهديّة لإلك.
hādi l-hadiyye laʔilak
This gift is for you.",
758,لا,ajp,Particle,don't (negative imperative),"لا تنسى تعمل واجباتك!
la tinsa tiʕmil wājbātak
Don't forget to do your homework!",/wiki/%D9%84%D8%A7
759,لا,ajp,Particle,may it not (with subjunctive verb),"لا يكون صابه إشي.
la ykūn ṣābo ʔiši
May it not be that something hurt him.",/wiki/%D9%84%D8%A7
760,لبّى,ajp,Verb,"(formal) to grant (a request), to meet (a demand)","رح نضلّ مضربين لحتّى يلبّو مطالبنا.
rāḥ nḍall muḍribīn la-ḥatta ylabbu maṭālebna.
We will remain on strike until they meet our demands.",
761,لحالـ,ajp,Adverb,"(with personal suffix) by oneself, on one's own","كتبته لحالي.
katabto la-ḥāli
I wrote it by myself.
بقي لحاله.
biʔi la-ḥālo
He was left alone.",
762,لخم,ajp,Verb,"to startle, to fluster, to dumbfound","لخمتوني لمّا ناديتوني هيك.
laḵamtūni lamma nādētūni hēk
You flustered me when you called me over like that.",/wiki/%D9%84%D8%AE%D9%85
763,لعب,ajp,Verb,to play,"الولاد عم بلعبو في الشارع.
il-ūlād ʕamm bilʕabu fi iš-šāreʕ.
The kids are playing in the street.
لعبت دور الأخت الكبيرة.
liʕbat dōr il-oḵt il-kbīre.
She played the role of the big sister.",/wiki/%D9%84%D8%B9%D8%A8
764,لعب,ajp,Verb,"to exercise, to work out","عم بلعب بالنادي.
ʕamm balʕab bin-nādi.
I'm working out at the gym.",/wiki/%D9%84%D8%B9%D8%A8
765,لعب حديد,ajp,Verb,to weight-lift,"ما بحبّ كتير الرياضة، بس صارلي سنة بلعب حديد.
mā baḥebb ktīr ir-riyāḍāt bas ṣār-li sane balʕab ḥadīd
I don't like sports very much, but I've been weight-lifting for a year.",/wiki/%D9%84%D8%B9%D8%A8_%D8%AD%D8%AF%D9%8A%D8%AF
766,لغة,ajp,Noun,language,"لغة أجنبية
luḡa ʔajnabiyye
foreign language
اللغة الأم
il-luḡa il-ʔumm
native language, mother tongue",/wiki/%D9%84%D8%BA%D8%A9
767,لفّ,ajp,Verb,(intransitive) to turn,"لفّ على إيدك الشمال.
liff ʕala ʔīdak iš-šmāl
Turn left.
Turn on your left hand.",
768,لفّ,ajp,Verb,to wrap,"لفّت الهديّة بورقة.
laffat il-hadiyye b-waraqa
She wrapped the present in paper.",
769,لمبة,ajp,Noun,"lamp, electric light, light bulb",,/wiki/%D9%84%D9%85%D8%A8%D8%A9
770,لمبة,ajp,Noun,"torch, flashlight","لمبة جيب
lamḅa jēb
torch, flashlight
pocket light",/wiki/%D9%84%D9%85%D8%A8%D8%A9
771,لمّا,ajp,Conjunction,when,"لمّا يكون الواحد تعبان أحسن ما يروح عالنادي.
lamma ykūn il-wāḥad taʕbān ʔaḥsan mā yrūḥ ʕal-nādi
When someone is tired it's better that they not go to the gym.",
772,لمّا,ajp,Conjunction,"as soon as, once (with subjunctive verb)",,
773,ليكون,ajp,Particle,let it not be,"ليكون زعلتي.
laykūn zʕilti
Don't tell me you're upset.
ليكون خربطنا بالطريق؟
laykūn ḵarbaṭna biṭ-ṭarīʔ?
You don't think we might have gone the wrong way?
ليكون ضايقناك بس؟
laykūn ḍāyaʔnāk bass?
I just hope we haven't bothered you?",/wiki/%D9%84%D9%8A%D9%83%D9%88%D9%86
774,ليل,ajp,Noun,"night, nighttime","نصّ الليل
noṣṣ il-lēl
midnight",/wiki/%D9%84%D9%8A%D9%84
775,لَبَس,ajp,Verb,"to get dressed, to put on (clothes), to wear","أي حدا مريض لازم يلبس كمّامة طبّيّة.
ʔayy ḥada marīḍ lāzem yilbis kammāme ṭabbiyye
Anyone who is sick must wear a face (lit. medical) mask.",
776,مأكولات,ajp,Noun,"foodstuffs, dishes","مأكولات بحريّة
maʔkūlāt baḥriyye
seafood",/wiki/%D9%85%D8%A3%D9%83%D9%88%D9%84%D8%A7%D8%AA
777,ما,ajp,Particle,"don't, didn't (used to negate a verbal phrase)","ما بدّه ييجي عالحفلة.
mā biddo yīji ʕal-ḥafle
He doesn't want to come to the party.
ما قلتلّوش؟
ma ʔult-illūš?
You didn't tell him?",/wiki/%D9%85%D8%A7
778,ما,ajp,Particle,used to link a preposition to a verbal phrase,"بعد ما راح
baʕd-ma rāḥ
after he went",/wiki/%D9%85%D8%A7
779,ما,ajp,Particle,used to turn a question word into a relative determiner; -ever,"إيمتى ما بدك
ʔēmta-ma biddak
whenever you want
شو ما قال
šū-ma ʔāl
whatever he said",/wiki/%D9%85%D8%A7
780,ما,ajp,Particle,used before an elative adjective to indicate surprise or other strong feelings in an exclamation,"ما أحلاها!
ma ʔaḥlā-ha!
how beautiful she is!",/wiki/%D9%85%D8%A7
781,ما,ajp,Particle,"used before a verbal phrase to contradict a statement or subvert an expectation; does, did","ليش ما راح؟ ما (هو) راح!
lēš mā rāḥ? ma (huwwe) rāḥ!
Why didn't he go? He did go!",/wiki/%D9%85%D8%A7
782,مات,ajp,Verb,to die,,/wiki/%D9%85%D8%A7%D8%AA
783,مات,ajp,Verb,(+ في‎) to love,"بموت في أغانيهم — بصير بدّي أرقص لحالي.
bamūt fi ʔaḡānīhom — baṣīr biddi ʔarʔoṣ la-ḥāli
I love their songs — I start wanting to dance on my own.",/wiki/%D9%85%D8%A7%D8%AA
784,ماضي,ajp,Adjective,"previous, past, last (most recent)","الأسبوع الماضي
il-ʔusbūʕ il-māḍi
last week",/wiki/%D9%85%D8%A7%D8%B6%D9%8A
785,ماضي,ajp,Noun,(time) past,,/wiki/%D9%85%D8%A7%D8%B6%D9%8A
786,مال,ajp,Phrase,"what's up with, what's wrong with","(شو) مالك؟
(šū) mālak?
What's wrong with you?
(شو) مال أحمد؟
(šū) māl ʔaḥmad?
What's up with Ahmad?
ماله الحمار؟
mālo l-ḥmār
What's up with the donkey?",/wiki/%D9%85%D8%A7%D9%84
787,مانع,ajp,Noun,"objection, opposition","ما عنديش مانع
mā ʔandīsh māneʕ
I've no objections (I don't mind)
إذا ما عندك مانع...
iza mā ʔandak māneʕ
If you don't mind...",/wiki/%D9%85%D8%A7%D9%86%D8%B9
788,متأكّد,ajp,Adjective,"sure, certain, convinced","متأكّد إنّه ميّة بالميّة هاد اللي بدّك ايّاه‎؟
mitʔakked ʔinno miyye bil-miyye hād illi biddak iyyā
Are you 100% sure that this is what you want?",
789,متعوّد,ajp,Adjective,"used to, accustomed to (+ على‎), (+ إنّـ‎)","الولد متعوّد إنّه يصحى وما يلاقي أهله بالبيت لإنهم بيروحوا عالشغل بكّير.
il-walad mitʕawwed ʔinno yiṣḥɑ w-mā ylāʔi ʔahlo bil-bēt laʔinhom birūḥu ʕaš-šuḡl bakkīr.
The boy is used to waking up and not finding his parents at home because they go to work early.",
790,محطّة,ajp,Noun,"station (bus, railway, radio etc.)",,
791,محلّ,ajp,Noun,"place, room",,
792,محلّ,ajp,Noun,"shop, store, department store",,
793,محمصة,ajp,Noun,roaster,"محمصة قهوة
maḥmaṣet ʔahwe
coffee roaster",/wiki/%D9%85%D8%AD%D9%85%D8%B5%D8%A9
794,محمصة,ajp,Noun,toaster,"محمصة خبز
maḥmaṣet ḵubz
bread toaster",/wiki/%D9%85%D8%AD%D9%85%D8%B5%D8%A9
795,مخدّة,ajp,Noun,pillow,"بيت مخدة
bēt mḵadde
pillowcase",
796,مرارة,ajp,Noun,"bile, gall",,/wiki/%D9%85%D8%B1%D8%A7%D8%B1%D8%A9
797,مرارة,ajp,Noun,gall bladder,"(كيس) المرارة
(kīs) il-marāra
the gall bladder",/wiki/%D9%85%D8%B1%D8%A7%D8%B1%D8%A9
798,مرتّب,ajp,Adjective,"tidy, neat, organized",,
799,مرتّب,ajp,Adjective,"nice, well put together","هو ساكن في عمارة كتير مرتّبة.
hū sāken fi ʕamāra ktīr mrattbe
He lives in a really nice building.
بعد ما بلّش يروح عالنادي صار عنده جسم كتير مرتّب.
baʕd ma ballaš yrūḥ ʕan-nādi ṣār ʕindo jism ktīr mrattab
After he started going to the gym he started having a really nice body.",
800,مرق,ajp,Verb,(intransitive) to pass by (+ على‎),"عادي أمرق عليك ولا رح تصير بدّك تنام؟
ʕādi ʔamroʔ ʕalēk wila raḥ tṣīr biddak tnām
Is it OK to pass by your place (lit. by you) or are you going to want to sleep?",/wiki/%D9%85%D8%B1%D9%82
801,مرميّة,ajp,Noun,"sage, salvia",,
802,مرّات,ajp,Noun,"plural of مرّة‎ (marra, “time, instance”)","بوصّيه كتير مرّات، بس هو مش قابل.
bawaṣṣīh ktīr marrāt, bas huwwe miš ʔābel.
I ask him often, but he's refusing.
I ask him many times, but he's not agreeing.",
803,مرّات,ajp,Adverb,sometimes,,
804,مرّق,ajp,Verb,(transitive) to pass,,
805,مرّق,ajp,Verb,to let (someone) pass,,
